StartDate,EndDate,Duration..in.seconds.,RecordedDate,ResponseId,consent,inputstate,state_timing_First.Click,state_timing_Last.Click,state_timing_Page.Submit,state_timing_Click.Count,votereg,votereg_timing_First.Click,votereg_timing_Last.Click,votereg_timing_Page.Submit,votereg_timing_Click.Count,year_born,birthyr_timing_First.Click,birthyr_timing_Last.Click,birthyr_timing_Page.Submit,birthyr_timing_Click.Count,marstat,marstat_timing_First.Click,marstat_timing_Last.Click,marstat_timing_Page.Submit,marstat_timing_Click.Count,child,child_timing_First.Click,child_timing_Last.Click,child_timing_Page.Submit,child_timing_Click.Count,religpew,religpew_timing_First.Click,religpew_timing_Last.Click,religpew_timing_Page.Submit,religpew_timing_Click.Count,pew_bornagain,bornagain_timing_First.Click,bornagain_timing_Last.Click,bornagain_timing_Page.Submit,bornagain_timing_Click.Count,employ,employ_timing_First.Click,employ_timing_Last.Click,employ_timing_Page.Submit,employ_timing_Click.Count,ownhome,ownhome_3_TEXT,Q69_First.Click,Q69_Last.Click,Q69_Page.Submit,Q69_Click.Count,attention.check,D_open,R_open,urbancity,GrowUp,RuralResImportance,RuralSelfConcept,RuralWeThey,way_of_life_1,way_of_life_2,way_of_life_3,pid3,dem_strength,rep_strength,ind_lean,ideo5,presvote20_post,intent,gcb2022,gcb2022_3_TEXT,gcb2022_voted,gcb2022_voted_3_TEXT,gcb_2022lean,newsint,mostimpt,abortion_vote,abortion_passage,abortion_support,baker_fave_1,baker_qualified,baker_trust,baker_party,mitchell_fave_1,mitchell_ideology,mitchell_donation_1,mitchell_vote,mitchell_biglie,mitchell_tariffs,rate_economy,inflation_household,biden_inflation,biden_responsible,urban_grid_1,urban_grid_2,urban_grid_3,C1P_1,C2P_1,C1N_1,C2N_1,Grid.Question_1,Grid.Question_2,Grid.Question_3,Grid.Question_4,Grid.Question_5,Grid.Question_6,Grid.Question_7,policinggrid_timing_First.Click,policinggrid_timing_Last.Click,policinggrid_timing_Page.Submit,policinggrid_timing_Click.Count,instruction_timing_First.Click,instruction_timing_Last.Click,instruction_timing_Page.Submit,instruction_timing_Click.Count,mand_min,mandmin_timing_First.Click,mandmin_timing_Last.Click,mandmin_timing_Page.Submit,mandmin_timing_Click.Count,bodycam,bodycam_timing_First.Click,bodycam_timing_Last.Click,bodycam_timing_Page.Submit,bodycam_timing_Click.Count,increasefunds,increase_timing_First.Click,increase_timing_Last.Click,increase_timing_Page.Submit,increase_timing_Click.Count,decreasefunds,decrease_timing_First.Click,decrease_timing_Last.Click,decrease_timing_Page.Submit,decrease_timing_Click.Count,chokeholds,chokeholds_timing_First.Click,chokeholds_timing_Last.Click,chokeholds_timing_Page.Submit,chokeholds_timing_Click.Count,registry,registry_timing_First.Click,registry_timing_Last.Click,registry_timing_Page.Submit,registry_timing_Click.Count,surplus,surplus_timing_First.Click,surplus_timing_Last.Click,surplus_timing_Page.Submit,surplus_timing_Click.Count,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,urbanrand,abortion,baker,bakerpronoun,family,conventional,endorsement,inflation,urban,partyprime,Name1,Gender1,Name2,Gender2,LastName1,LastName2,Age1,Age2,Race1,Race2,Party1,Party2,CampaignFocus1,CampaignFocus2,age_asked,nationalweight,Voted,lvweight
10/26/22 13:43,10/26/22 13:52,545,10/26/22 13:52,R_27Ps5IEAhGdrBuF,1,39,0.712,0.712,4.925,1,1,0.709,0.709,1.383,1,1984,0.443,2.442,2.801,2,6,1.348,2.102,2.653,2,1,0.8,0.8,1.302,1,12,2.076,3.987,4.67,3,2,2.43,2.43,3.072,1,2,1.314,2.207,2.9,2,1,NA,0.883,0.883,1.475,1,3,NA,NA,2,1,2,3,2,2,2,4,1,2,NA,NA,2,2,1,1,NA,NA,NA,NA,2,7,1,2,2,7,2,2,2,81,2,50,3,4,4,3,2,3,2,2,2,3,NA,NA,50,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.001,0,1,3.494,3.494,4.154,1,1,2.377,2.377,2.901,1,1,5.345,5.345,6.002,1,2,2.079,2.079,2.501,1,1,2.238,2.238,2.995,1,1,5.345,5.345,5.964,1,1,4.316,4.316,4.967,1,63598d93-6613-720e-4960-3eeadcadabe9,38,2,7,1,1,5,3,1,16101,4,make abortion not available at all.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""",The following questions will ask for your views on issues related to the economy and inflation.,"“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",2,Robert,Male,Mike,Male,Brown,Johnson,66,34,Hispanic,White,Republican,Republican,"Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",38,0.779868598,0.952,0.742434905
10/26/22 13:39,10/26/22 13:53,820,10/26/22 13:53,R_2fxLLhPY1kEAA8U,1,33,1.244,4.218,5.688,2,1,1.246,1.246,3.427,1,1985,1.58,1.58,6.049,1,1,1.896,1.896,2.989,1,1,13.861,13.861,14.655,1,11,6.898,6.898,11.113,1,1,2.755,2.755,4.204,1,1,1.141,1.141,2.743,1,1,NA,17.976,17.976,19.343,1,3,I am loyal to this party. I prefer them over others .,I'm not from this party I don't like them .,1,2,4,1,2,1,1,1,1,2,NA,NA,3,1,1,1,NA,NA,NA,NA,2,7,2,4,2,9,2,2,1,91,4,70,1,4,4,1,2,1,3,1,1,1,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.601,0,1,1.682,22.875,24.008,9,1,0.845,10.453,11.264,4,1,0.378,11.633,12.333,6,2,0.645,10.756,11.121,5,1,0.849,12.418,13.763,4,1,0.74,9.555,10.198,4,2,0.405,11.957,12.737,4,63598c83-8afd-87f6-c1c8-51d145693011,37,1,14,1,1,6,2,1,10461,1,make abortion available in most cases.,Linda,her,", a 40 year old single woman, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",1,John,Male,Susan,Female,Jones,Jones,34,37,African American,African American,Republican,Republican,Government policy has made it so that small town way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,"Growing up in a big city has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",37,0.359423613,0.744,0.267411168
10/26/22 13:40,10/26/22 13:53,769,10/26/22 13:53,R_erENlZon9uRDWDf,1,33,1.004,1.004,8.065,1,1,1.1,2.944,3.202,2,1962,1.401,1.401,9.826,2,5,2.502,3.453,4.686,2,2,1.301,1.301,2.141,1,1,1.902,8.823,9.519,5,2,1.601,2.994,3.36,2,4,2.126,3.713,4.872,3,2,NA,1.902,3.118,3.973,2,3,Organized Extortion Syndicate,Incompetent leadership,1,1,1,4,4,2,2,3,3,NA,NA,2,3,2,1,2,NA,NA,NA,NA,1,5,1,4,2,2,3,5,1,73,6,10,5,4,3,3,1,4,3,3,4,3,NA,NA,27,38,1,1,1,2,2,1,1,7.549,48.904,49.685,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63598d06-b999-5694-fe08-fdca04d4f10c,60,1,1,1,1,2,5,1,13905,1,make abortion available in most cases.,Linda,her,", a 40 year old single woman, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”",The following questions will ask for your views on issues related to the economy and inflation.,"“Owning a car costs the average person over $700,000 over their lifetime. This large cost is a much bigger burden for poor and working class families, with the poorest 10% of U.S. households spending 7.5 times as much of their income on vehicle costs compared to the richest 10%. The large cost increases wealth inequality and prevents economic mobility, disproportionately affecting women and people of color.”",1,Lisa,Female,Mary,Female,Williams,Brown,48,59,African American,White,Democrat,Republican,"Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","As a politician, I want to focus more on my rural constituents by giving them the funding and attention they deserve to best represent their interests.",60,0.573812476,1,0.573812476
10/26/22 13:32,10/26/22 13:53,1270,10/26/22 13:53,R_3nShrrUpuowqEqn,1,33,1.777,1.777,6.341,1,2,1.888,1.888,3.66,1,1986,1.109,1.109,3.734,1,5,4.124,4.124,4.965,1,2,1.21,1.21,1.631,1,2,2.829,3.855,4.555,3,2,4.322,4.322,5.386,1,1,1.268,3.761,4.398,3,2,NA,2.829,2.829,3.498,1,3,They try to help the vulnerable people,They only trust on the white people,2,1,2,1,2,1,1,5,1,2,NA,NA,3,1,2,1,NA,NA,NA,NA,2,3,3,5,3,10,1,2,1,72,2,8,3,3,5,5,1,3,5,1,5,5,47,75,NA,NA,2,1,2,2,1,1,2,9.547,90.551,91.363,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63598b2f-847e-1540-2642-0a4d41687430,36,1,15,15,6,3,2,1,11372,4,make abortion not available at all.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",1,Mary,Female,David,Male,Williams,Davis,41,54,White,White,Democrat,Republican,"Big cities have not been fairly represented in the decision-making process at the national level. As a politician, I want to change that.",Government policy has made it so that big city way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,36,0.808575449,0.074,0.059834583
10/26/22 13:44,10/26/22 13:53,571,10/26/22 13:53,R_pnHia5Z64X1sC4x,1,5,0.414,0.414,1.719,1,1,0.659,0.659,1.093,1,2001,1.28,1.28,5.937,1,5,1.7,5.739,6.974,7,2,0.574,1.208,2.075,2,11,3.875,7.863,8.235,5,2,2.45,2.45,3.369,1,1,0.803,1.555,3.291,3,1,NA,1.928,1.928,2.832,1,3,Okay not sure,Negative not good,4,1,2,3,5,2,1,2,3,NA,NA,1,3,4,4,NA,NA,NA,NA,NA,2,1,3,2,2,8,2,2,1,74,4,59,3,4,2,3,2,3,2,4,3,2,NA,NA,61,61,2,1,2,1,1,1,2,3.789,27.683,32.967,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63598dce-7650-d0e2-7725-1ecc4234e157,21,1,18,15,2,2,4,4,95207,5,make abortion not available in most cases.,Mike,his,", a 40 year old husband to his loving wife and father of three children, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“For thousands of years, humans built cities by slowly, incrementally growing to reduce the risk of economic and social failure. That all changed in the 1940s, when the federal government spent millions on highway and suburban expansion. Now, cities are economically insolvent, on average receiving 10 cents in revenue for every dollar spent on infrastructure and $5 trillion in infrastructure debt across the country.”",1,John,Male,Mike,Male,Jones,Johnson,62,47,White,White,Republican,Democrat,"Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.","Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",21,5.115066821,0.104,0.531966949
10/26/22 13:39,10/26/22 13:54,894,10/26/22 13:54,R_VPdzw5mGdbHoY37,1,42,0.929,4.686,5.884,2,1,3.863,3.863,5.621,1,1975,39.705,43.689,49.249,3,1,1.051,1.051,3.085,1,1,0.831,0.831,2.029,1,1,1.23,1.23,4.178,1,2,2.528,2.528,3.741,1,1,3.914,3.914,6.085,1,1,NA,4.453,4.453,6.074,1,3,NA,NA,2,1,4,1,1,2,1,1,2,NA,1,NA,5,2,1,2,NA,NA,NA,NA,1,6,1,4,3,5,1,2,1,0,1,0,1,1,5,4,1,4,4,4,4,4,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.848,0,1,17.233,17.233,18.406,1,1,5.095,5.095,7.536,1,1,1.201,1.201,3.291,1,2,2.791,2.791,4.572,1,2,1.81,1.81,2.831,1,2,1.978,1.978,3.081,1,2,1.712,1.712,6.467,1,63598c9d-5d70-d26d-aea5-0a7fea0ea82c,47,1,20,1,1,5,10,3,29372,3,make abortion not available in most cases.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.",NA,"The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",2,Robert,Male,David,Male,Thompson,Moore,69,36,White,Hispanic,Republican,Democrat,"Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",47,0.806581384,1,0.806581384
10/26/22 13:42,10/26/22 13:54,730,10/26/22 13:54,R_3LeexowJsafAW2i,1,49,1.15,4.261,5.354,3,1,1.068,1.068,2.183,1,1960,1.12,1.12,8.508,1,3,1.473,1.473,2.739,1,2,1.094,1.094,2.001,1,10,3.301,3.301,5.327,1,2,1.799,1.799,2.72,1,1,1.868,1.868,3.59,1,1,NA,1.15,1.15,2.171,1,3,Democrats need to seriously step up their game,"too many of my friends buy into the election was stolen crowd, I try not to pay attention, however I also rarely have contact with them anymore",2,1,2,1,4,1,2,2,1,2,NA,NA,3,1,1,1,NA,NA,NA,NA,2,5,1,4,2,7,3,2,1,0,6,0,1,5,2,3,2,5,1,3,4,4,NA,NA,60,70,2,1,1,1,1,1,2,8.555,31.188,32.165,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63598d3b-9add-06b9-296e-7a06288be7f3,62,1,9,1,1,3,2,4,98661,2,make abortion available in most cases.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",1,Linda,Female,Susan,Female,Jones,Brown,68,59,White,Hispanic,Democrat,Republican,"Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",Government policy has made it so that big city way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,62,1.183664324,0.978,1.157623709
10/26/22 13:45,10/26/22 13:54,520,10/26/22 13:54,R_3D77JEppUfFD8cz,1,42,0.416,0.416,4.373,1,1,0.94,0.94,2.091,1,1991,0.408,0.408,3.945,1,5,1.26,5.524,6.567,3,1,0.596,0.596,1.767,1,9,1.095,2.594,3.884,3,2,1.144,1.144,2.63,1,1,2.71,3.495,5.133,3,2,NA,1.799,2.497,3.453,2,3,Don’t like them either,Don’t like them,4,1,2,3,5,2,2,4,3,NA,NA,1,3,1,1,1,NA,NA,NA,NA,2,6,1,5,1,5,1,2,3,38,6,0,2,3,3,3,1,2,1,5,3,5,66,48,NA,NA,1,1,2,1,1,1,1,51.88,129.501,131.27,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63598e6c-09ca-ab73-95ce-ec57f67fc8aa,31,1,5,1,1,4,4,3,29138,3,make abortion available in all cases.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.",NA,The following questions will ask for your views on issues related to the economy and inflation.,"“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",1,Mike,Male,Lisa,Female,Davis,Williams,34,70,White,White,Democrat,Democrat,"Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.","Growing up in a big city has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",31,0.429250071,0.588,0.252399041
10/26/22 13:53,10/26/22 13:56,196,10/26/22 13:56,R_24PnNkUEE8KTWm9,1,33,0.507,0.507,2.94,1,1,0.488,0.488,0.971,1,1993,0.966,0.966,3.701,1,1,2.778,3.333,4.107,3,2,1.28,1.28,1.86,1,2,1.022,1.456,2.987,2,1,0.821,0.821,1.409,1,1,1.612,2.051,11.153,2,2,NA,0.748,0.748,1.26,1,3,Reliable,Inconvenient,2,1,3,3,3,2,2,1,1,1,NA,NA,3,1,1,1,NA,NA,NA,NA,2,6,1,3,2,4,3,2,1,72,4,54,3,5,4,2,2,2,2,3,3,3,NA,NA,77,73,1,1,2,2,2,1,1,0.552,8.174,9.674,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6359902b-d6e3-968d-63fd-a37beca33ee6,29,1,9,8,1,6,1,1,10924,5,make abortion available in all cases.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",1,Mike,Male,David,Male,Johnson,Davis,37,53,African American,White,Republican,Democrat,"Growing up in a small rural town has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","Growing up in a small rural town has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",29,0.241448613,0.096,0.023179067
10/26/22 13:46,10/26/22 13:56,613,10/26/22 13:56,R_9EN5DTRBudSwYIF,1,33,4.993,4.993,7.201,1,1,2.176,2.176,2.602,1,1991,1.317,1.317,3.701,1,1,1.244,1.682,2.178,2,1,1.095,1.095,2.001,1,6,23.732,24.624,25.182,3,2,25.672,25.672,26.301,1,1,45.768,48.525,49.102,2,1,NA,3.6,3.6,4.6,1,3,Good,Good,1,1,5,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,7,1,4,2,10,1,1,1,100,1,65,5,5,5,1,1,1,4,1,1,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.402,0,1,0.698,0.698,1.261,1,1,1.149,1.149,1.578,1,1,4.157,4.157,4.682,1,1,17.944,17.944,18.482,1,1,2.864,2.864,3.558,1,1,0.751,0.751,1.201,1,1,4.154,4.642,5.001,2,63598dc2-43aa-ce18-7320-b55039e6461a,31,1,19,1,1,5,1,1,10001,4,make abortion available in most cases.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.",NA,The following questions will ask for your views on issues related to the economy and inflation.,"“For thousands of years, humans built cities by slowly, incrementally growing to reduce the risk of economic and social failure. That all changed in the 1940s, when the federal government spent millions on highway and suburban expansion. Now, cities are economically insolvent, on average receiving 10 cents in revenue for every dollar spent on infrastructure and $5 trillion in infrastructure debt across the country.”",1,Mary,Female,John,Male,Moore,Brown,53,45,White,White,Republican,Republican,"Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.","Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",31,0.601380973,1,0.601380973
10/26/22 13:53,10/26/22 13:59,329,10/26/22 13:59,R_1qUHJcvpff0luDC,1,5,0.477,0.477,1.701,1,1,0.801,0.801,1.265,1,1985,0.201,0.201,4.103,1,1,6.996,6.996,7.501,1,1,3.075,3.075,3.567,1,12,1.382,1.968,2.359,2,2,0.901,1.679,1.901,2,1,0.501,1.029,1.601,2,1,NA,1.001,1.001,1.4,1,3,NA,NA,1,1,1,4,2,2,2,3,1,1,NA,NA,4,1,2,1,NA,NA,NA,NA,1,2,2,4,2,7,2,2,1,82,4,62,3,4,4,2,1,2,3,1,2,2,NA,NA,78,63,2,1,1,2,2,2,1,0.301,5.283,5.763,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6359902c-dd85-e5f2-3468-e50864ccf5e5,37,2,24,2,1,6,1,1,92105,1,make abortion not available at all.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",2,Robert,Male,Lisa,Female,Davis,Johnson,35,58,White,White,Republican,Republican,"Growing up in a big city has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.","As a politician, I want to focus more on my big city constituents by giving them the funding and attention they deserve to best represent their interests.",37,0.535475451,0.194,0.103882238
10/26/22 13:33,10/26/22 14:03,1809,10/26/22 14:03,R_1qeXy0yoJYV389g,1,5,0.614,0.614,3.412,1,1,0.699,0.699,2.914,1,1976,1.655,1.655,6.853,1,5,2.36,7.886,9.105,4,1,0.963,3.357,4.488,4,2,0.596,97.096,98.193,4,2,0.748,2.524,3.722,3,1,1.323,1.972,3.326,2,2,NA,0.818,0.818,2.101,1,3,For the people,For the government,1,2,3,4,3,2,3,3,1,1,NA,NA,2,1,1,1,NA,NA,NA,NA,1,2,1,3,1,9,1,1,1,88,1,89,4,4,4,1,1,1,4,4,4,4,NA,NA,90,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.2,0,1,0.796,3.246,4.205,3,1,0.752,3.527,4.453,3,1,0.565,0.565,1.245,1,1,0.629,0.629,2.014,1,1,12.913,14.672,16.062,4,2,0.738,3.104,6.456,3,1,0.38,2.121,3.032,2,63598ad0-6db5-efc7-b209-7a4cfcb969e6,46,1,13,15,2,2,6,4,91910,4,make abortion not available at all.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.",NA,"The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",1,Lisa,Female,Robert,Male,Thompson,Johnson,65,55,Hispanic,White,Republican,Republican,"Growing up in a big city has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.","As a politician, I want to focus more on my big city constituents by giving them the funding and attention they deserve to best represent their interests.",46,0.873278973,0.938,0.819135677
